GEO Region,Price Category Code,Passenger Count
US,Other,55102
US,Other,6796
US,Other,6089
Canada,Other,5687
US,Other,101993
US,Other,10512
US,Low Fare,19122
US,Other,5025
US,Low Fare,3643
Europe,Other,13163
US,Other,38913
Asia,Other,4595
US,Other,24562
Asia,Other,78313
US,Low Fare,13565
Mexico,Other,3307
Central America,Other,10099
Asia,Other,4930
US,Other,257190
Central America,Other,3836
US,Other,406075
US,Other,1502
Europe,Other,18638
US,Other,26537
Canada,Other,15965
Asia,Other,12859
Asia,Other,4774
US,Low Fare,137965
Middle East,Other,2929
Australia / Oceania,Other,8081
Europe,Other,19685
Middle East,Other,9962
Europe,Other,12468
Asia,Other,5662
Europe,Other,6642
US,Low Fare,163306
Asia,Other,13903
US,Other,4808
US,Other,16191
Europe,Other,4036
Canada,Other,3854
Europe,Other,16768
Asia,Other,12828
Europe,Other,8068
Asia,Other,4501
Asia,Other,4909
US,Other,410
US,Low Fare,18404
US,Other,4976
Australia / Oceania,Other,8555
Europe,Other,2664
Europe,Other,13234
Europe,Other,8824
US,Low Fare,11607
US,Other,33214
Europe,Other,9725
US,Other,4758
Canada,Other,695
Europe,Other,29303
Mexico,Other,3139
US,Other,37344
Mexico,Other,10116
Europe,Other,5509
US,Other,8394
Canada,Other,1493
Europe,Other,14372
Asia,Other,7757
US,Low Fare,4166
Europe,Other,16402
US,Low Fare,33369
Europe,Other,23513
US,Other,6639
Mexico,Other,5858
Central America,Other,7102
US,Low Fare,802
Canada,Other,15891
Europe,Other,8875
Europe,Other,5412
US,Other,44243
US,Other,332
US,Other,5678
US,Other,6185
Asia,Other,10288
US,Low Fare,44
US,Low Fare,94986
US,Other,193
Australia / Oceania,Other,4748
US,Other,72140
Asia,Other,6695
Europe,Other,827
US,Other,32930
Europe,Other,9137
US,Other,41001
Europe,Other,6293
US,Low Fare,43785
Asia,Other,6813
US,Other,7335
Europe,Other,5012
Asia,Other,7030
US,Other,3042
Europe,Other,9750
Asia,Other,9745
Canada,Other,6650
US,Low Fare,236923
Europe,Other,18802
Canada,Other,5199
Central America,Other,3789
Asia,Other,9942
US,Other,4714
Asia,Other,3563
Asia,Other,5895
Asia,Other,6153
US,Other,14358
Europe,Other,33671
Asia,Other,10269
US,Low Fare,113525
Asia,Other,4597
Middle East,Other,13861
US,Low Fare,53957
Canada,Other,8987
Asia,Other,28970
Mexico,Other,1370
Asia,Other,12337
US,Other,312039
Canada,Other,21041
Australia / Oceania,Other,6101
Asia,Other,10196
US,Other,7008
Mexico,Other,8159
US,Low Fare,175566
Asia,Other,8925
Canada,Other,17301
US,Other,4788
US,Other,645
US,Other,65085
Middle East,Other,7425
Asia,Other,7924
Europe,Other,6890
Europe,Other,18360
Canada,Other,10130
Europe,Other,13206
Canada,Other,5168
US,Low Fare,84592
Central America,Other,4796
Mexico,Other,12744
Australia / Oceania,Other,1836
US,Other,1174
Europe,Other,24009
Australia / Oceania,Other,6809
Middle East,Other,11495
Mexico,Other,12601
US,Other,2191
US,Other,5251
Mexico,Other,5595
Europe,Other,247
Asia,Other,18530
US,Low Fare,39314
Asia,Other,5268
Asia,Other,1804
Europe,Other,7084
Asia,Other,11782
US,Other,4763
Central America,Other,8970
US,Other,135236
Europe,Other,8751
Asia,Low Fare,172
US,Low Fare,4183
Europe,Other,13988
Europe,Other,719
US,Other,50618
US,Other,5102
US,Low Fare,20222
Asia,Other,8839
Asia,Other,8907
Europe,Other,10712
US,Other,1816
US,Low Fare,93097
US,Low Fare,10649
Canada,Other,261
US,Other,130227
US,Other,348591
Asia,Other,654
Middle East,Other,12620
US,Other,7624
Mexico,Other,7611
US,Other,143526
Mexico,Other,7001
Asia,Other,2170
US,Low Fare,157478
Asia,Other,3678
US,Low Fare,111473
Canada,Other,1147
US,Other,270
Asia,Other,7264
Canada,Other,5091
Asia,Other,22013
Europe,Other,18457
US,Other,141280
US,Other,11789
Middle East,Other,10640
US,Low Fare,125883
Asia,Other,76348
US,Other,350324
Mexico,Other,914
Asia,Other,52591
Canada,Other,9350
Australia / Oceania,Other,8303
US,Other,107507
US,Other,1858
Europe,Other,8570
Europe,Other,12418
Asia,Other,16688
Europe,Other,15494
US,Other,64902
Mexico,Other,9982
Europe,Other,7407
US,Low Fare,63733
Europe,Other,3672
Mexico,Other,114
Asia,Other,10785
Asia,Other,6345
Asia,Other,12872
Australia / Oceania,Other,8547
Mexico,Other,541
Europe,Other,3946
US,Low Fare,11950
US,Low Fare,58428
US,Other,2255
Australia / Oceania,Other,9183
Asia,Other,20308
Asia,Other,3849
Asia,Other,86398
Asia,Other,7801
US,Other,158151
US,Other,358660
Canada,Other,7897
US,Low Fare,40669
Canada,Other,11638
US,Low Fare,190
US,Low Fare,21702
US,Other,16932
Mexico,Other,6256
Asia,Other,14172
Europe,Other,10747
Europe,Other,454
Asia,Other,1553
Europe,Other,9475
Europe,Other,8290
US,Other,68725
Europe,Other,10993
Europe,Other,16577
US,Other,25034
Asia,Other,66656
Europe,Other,16132
Canada,Other,292
Mexico,Other,7291
Asia,Other,62328
Asia,Other,6901
US,Other,32334
Australia / Oceania,Other,8114
Mexico,Other,10640
Canada,Other,42727
US,Other,2537
Asia,Other,6187
Asia,Other,5188
Europe,Other,7318
Canada,Other,110
Europe,Other,8243
Mexico,Low Fare,3163
Asia,Other,4082
US,Other,119205
US,Other,41823
Mexico,Other,7180
US,Low Fare,125368
Asia,Other,12578
US,Low Fare,3508
Canada,Other,18129
US,Other,104109
Australia / Oceania,Other,19897
Asia,Other,9968
Mexico,Other,4662
Asia,Other,5954
Europe,Other,12751
US,Other,116
Canada,Other,5024
US,Low Fare,102139
Canada,Other,23406
US,Low Fare,6853
Europe,Other,17829
Europe,Other,9348
Asia,Other,12335
US,Other,24629
Europe,Other,10122
US,Other,66900
Europe,Other,600
Asia,Other,8321
Canada,Other,14141
Europe,Other,16721
Canada,Other,19654
US,Other,49424
Europe,Other,4721
US,Other,283
Europe,Other,11051
US,Low Fare,31727
Europe,Other,19016
Europe,Other,18597
US,Low Fare,258124
Australia / Oceania,Other,2834
Asia,Other,6482
Asia,Other,8609
US,Low Fare,82
Asia,Other,4784
Asia,Other,12760
Canada,Other,6575
Europe,Other,6989
US,Low Fare,38950
US,Other,207768
Canada,Other,5236
Europe,Other,2268
Europe,Other,12712
Canada,Other,5921
US,Other,51185
US,Other,194470
Asia,Other,70630
US,Other,3483
Europe,Other,6597
Asia,Other,60115
Asia,Other,9434
US,Other,134953
Canada,Other,21687
US,Other,622871
US,Other,2875
Asia,Other,9704
Europe,Other,8598
US,Other,851
Canada,Low Fare,1822
Asia,Other,9583
US,Low Fare,38293
South America,Other,2814
Europe,Other,13638
Europe,Other,6297
US,Other,20046
US,Low Fare,2691
Europe,Other,20733
Mexico,Other,8050
Europe,Other,18547
Australia / Oceania,Other,7690
Australia / Oceania,Other,7902
US,Other,26310
Australia / Oceania,Other,7457
Australia / Oceania,Other,950
Asia,Other,5726
US,Other,384334
Canada,Other,5081
US,Other,144551
Europe,Other,18097
US,Other,23015
Canada,Other,394
Canada,Other,10102
US,Low Fare,128775
Asia,Other,7931
Asia,Other,10577
Asia,Other,11783
Europe,Other,849
Asia,Other,9091
Australia / Oceania,Other,2160
Mexico,Other,15192
Canada,Other,14843
US,Low Fare,87
South America,Other,2210
US,Other,133305
Mexico,Other,6019
Europe,Other,6186
US,Low Fare,160425
Asia,Other,85393
Europe,Other,10708
Europe,Other,20181
Mexico,Other,6322
Mexico,Low Fare,5481
US,Other,293538
Asia,Other,70695
Europe,Other,5007
US,Other,71
US,Other,47281
US,Other,5623
US,Other,406143
Europe,Other,7426
Canada,Other,2045
Australia / Oceania,Other,7621
US,Other,7829
Europe,Other,9101
Europe,Other,6895
Asia,Other,10394
Middle East,Other,7099
US,Other,50377
US,Other,52097
US,Other,5351
US,Other,324641
US,Other,224
US,Low Fare,13138
Central America,Other,3043
Canada,Other,1922
US,Other,8109
US,Other,467
Australia / Oceania,Other,5955
Canada,Other,13481
Canada,Other,11984
US,Low Fare,46734
Europe,Other,17775
Asia,Other,19203
Canada,Other,3634
Canada,Other,10501
Asia,Other,85864
US,Other,7262
US,Other,4240
US,Other,28073
US,Other,15649
Asia,Other,11722
Asia,Other,14011
Middle East,Other,6008
US,Other,118746
US,Low Fare,33243
Australia / Oceania,Other,5018
US,Other,9872
Australia / Oceania,Other,907
US,Other,894
US,Other,35074
Asia,Other,79360
Asia,Other,73184
Australia / Oceania,Other,3776
US,Other,6523
Canada,Other,121
Europe,Other,8174
Europe,Other,18870
US,Other,36162
US,Other,347791
Mexico,Other,22117
US,Other,25362
US,Other,232640
Asia,Other,6603
US,Low Fare,57821
US,Low Fare,15708
Asia,Other,6696
Asia,Other,14142
US,Other,1926
US,Low Fare,96196
US,Low Fare,198
Asia,Other,14118
Asia,Other,5883
Asia,Other,10418
Asia,Other,24144
Australia / Oceania,Other,7041
Europe,Other,315
US,Low Fare,110540
US,Low Fare,440
US,Low Fare,10843
Asia,Other,4509
Asia,Other,6112
Canada,Other,11459
Canada,Other,15320
Europe,Other,8374
US,Other,7504
Mexico,Other,12724
Mexico,Other,7497
Canada,Other,7508
Europe,Other,24058
Canada,Other,15118
Australia / Oceania,Other,8041
Asia,Other,6144
Mexico,Other,8942
US,Other,11829
US,Low Fare,203477
Mexico,Other,8752
Canada,Other,2971
Europe,Other,6129
Middle East,Other,7935
US,Other,25971
Asia,Other,5772
US,Low Fare,72
Europe,Other,6824
US,Other,233787
Europe,Other,6479
Asia,Other,74824
Middle East,Other,9925
Middle East,Other,9664
Canada,Other,13621
US,Low Fare,40712
Asia,Other,5298
Canada,Other,6237
US,Other,45265
US,Other,8351
Australia / Oceania,Other,9499
Asia,Other,14725
Asia,Other,10455
Asia,Other,13819
Middle East,Other,3217
Europe,Other,10505
US,Other,125648
US,Low Fare,107538
Australia / Oceania,Other,1787
Mexico,Other,9430
Mexico,Other,4601
Asia,Other,7221
Australia / Oceania,Other,693
Canada,Other,4993
US,Other,94909
Australia / Oceania,Other,9359
Asia,Other,5655
US,Low Fare,9052
Australia / Oceania,Other,6295
Australia / Oceania,Other,4982
Canada,Other,4944
Canada,Other,7856
Asia,Other,8650
Asia,Other,8363
Central America,Other,5073
US,Low Fare,38097
US,Other,50970
US,Low Fare,13887
Asia,Other,7483
US,Other,39064
Europe,Other,14156
US,Other,49165
US,Other,48072
US,Other,57456
Mexico,Other,6434
US,Low Fare,7616
Europe,Other,2042
US,Other,4920
Canada,Other,1170
US,Other,25795
US,Other,35739
US,Other,60307
Europe,Other,9447
Canada,Other,137
US,Other,51082
Asia,Other,23279
US,Low Fare,140781
Asia,Other,7351
US,Other,22084
US,Other,316628
Asia,Other,5225
US,Other,416752
Canada,Other,478
Asia,Other,9672
Europe,Other,5765
US,Other,3284
Europe,Other,9853
US,Other,147418
Asia,Other,7823
US,Other,32937
US,Low Fare,163429
Asia,Other,8890
Europe,Other,40510
Middle East,Other,11774
Canada,Other,42723
Europe,Other,15095
Europe,Other,10484
Asia,Other,24545
Asia,Other,4054
US,Other,1130
US,Low Fare,33828
US,Other,5013
US,Low Fare,131355
Canada,Other,11263
Canada,Other,13072
US,Other,68008
Europe,Other,27206
Canada,Other,49673
Middle East,Other,6857
Asia,Other,6334
US,Other,131209
Europe,Other,10574
Mexico,Low Fare,4378
Europe,Other,5281
Europe,Other,16083
US,Low Fare,3533
Asia,Other,13695
Europe,Other,7707
US,Other,6862
Canada,Other,2197
Canada,Other,7245
US,Low Fare,3318
US,Low Fare,447
Australia / Oceania,Other,3779
US,Other,8631
US,Other,4695
Europe,Other,11395
US,Other,82430
US,Other,312749
Europe,Other,5305
Asia,Other,20256
US,Low Fare,4769
Mexico,Other,7054
US,Other,119086
Canada,Other,2625
US,Low Fare,6707
US,Other,20959
US,Other,5795
Europe,Other,8534
US,Other,288238
US,Other,34571
Asia,Other,59731
US,Low Fare,6925
Asia,Other,9492
Europe,Other,56589
Asia,Other,8900
Europe,Other,25243
Canada,Other,8255
US,Other,90860
US,Other,11634
Mexico,Other,13696
US,Other,33507
US,Other,191384
Europe,Other,12981
Europe,Other,15099
Canada,Other,19860
US,Other,348799
Asia,Other,2964
Europe,Other,23282
Central America,Other,7438
US,Other,4444
Europe,Other,15268
Australia / Oceania,Other,7458
Mexico,Other,11399
Europe,Other,12357
Asia,Other,17964
Mexico,Other,6552
Europe,Other,4736
US,Low Fare,37848
Central America,Other,3193
Australia / Oceania,Other,10245
US,Other,134893
US,Other,377
Canada,Other,28
Australia / Oceania,Other,4791
US,Low Fare,103359
Europe,Other,9245
Europe,Other,20864
US,Other,121352
US,Low Fare,11583
US,Other,4534
Canada,Other,42420
Asia,Other,11540
Australia / Oceania,Other,7560
Asia,Other,65655
Central America,Other,7308
Canada,Other,3393
US,Other,320215
Asia,Other,5916
Europe,Other,9339
US,Other,377299
US,Low Fare,156227
US,Other,4633
US,Other,122390
Asia,Other,323
US,Other,11560
US,Other,107547
Canada,Other,5063
Canada,Other,25785
US,Low Fare,24346
US,Low Fare,175918
Asia,Other,6789
US,Low Fare,13049
US,Low Fare,2521
US,Other,66267
Asia,Other,4653
Asia,Other,5098
Asia,Other,9412
Asia,Other,5931
US,Other,307346
Canada,Other,9332
Australia / Oceania,Other,12131
US,Other,20981
Europe,Other,5884
Asia,Other,9594
US,Low Fare,53064
Asia,Other,8697
Asia,Other,5089
US,Low Fare,183331
Australia / Oceania,Other,7956
Asia,Other,63098
Mexico,Other,7713
Asia,Other,7125
Australia / Oceania,Other,9521
US,Low Fare,179661
US,Other,168207
US,Other,92189
Asia,Other,8642
Canada,Other,13241
Mexico,Other,16349
US,Low Fare,11187
Asia,Other,8574
Australia / Oceania,Other,8458
Canada,Other,36389
Mexico,Other,7904
Mexico,Other,9346
Europe,Other,18555
Europe,Other,10759
US,Other,53589
US,Other,19984
Asia,Other,7338
US,Other,8339
Europe,Other,15971
Mexico,Other,12725
US,Low Fare,140216
US,Low Fare,21418
Mexico,Other,2486
Canada,Other,2412
Asia,Other,14308
US,Low Fare,146825
US,Other,13712
Central America,Other,8238
Asia,Other,10504
US,Other,303125
Asia,Other,12577
US,Other,43415
Europe,Other,6213
Asia,Other,6490
Asia,Other,6296
US,Other,5863
US,Other,29537
Asia,Other,9948
Mexico,Other,12189
US,Other,31686
Australia / Oceania,Other,7415
Mexico,Other,9784
Europe,Other,504
US,Low Fare,37433
US,Other,9744
US,Other,125028
Asia,Other,12700
US,Other,72684
Canada,Other,47
US,Other,22875
Europe,Other,9607
US,Other,205
Asia,Other,15820
Australia / Oceania,Other,8893
Australia / Oceania,Other,8310
US,Other,51040
Australia / Oceania,Other,9070
Mexico,Low Fare,5502
US,Low Fare,65966
US,Low Fare,16292
US,Low Fare,9377
Asia,Other,14110
US,Low Fare,2825
US,Low Fare,6748
Canada,Other,1321
US,Other,84153
Australia / Oceania,Other,4583
US,Low Fare,11000
US,Other,11575
Canada,Other,14319
US,Other,39379
Mexico,Other,15797
Mexico,Other,6913
Europe,Other,2190
Europe,Other,11300
Europe,Other,535
Australia / Oceania,Other,7406
US,Other,13881
Europe,Other,9277
Mexico,Other,1253
Asia,Other,7142
Australia / Oceania,Other,13561
Canada,Other,8701
US,Other,6045
Asia,Other,15852
Asia,Other,2759
US,Other,668
US,Low Fare,14252
Europe,Other,23647
Mexico,Other,3340
Europe,Other,5079
US,Low Fare,10967
Canada,Other,32129
US,Other,17743
US,Low Fare,11729
Canada,Other,2920
US,Other,36356
Canada,Other,570
US,Other,14166
US,Low Fare,3813
Asia,Other,6408
US,Other,8606
Europe,Other,11389
Mexico,Other,3488
Europe,Other,6344
US,Other,129730
Asia,Other,15199
Australia / Oceania,Other,1390
US,Other,147496
US,Low Fare,15650
US,Low Fare,117079
Mexico,Other,2635
US,Other,29799
Australia / Oceania,Other,6845
Mexico,Other,7805
US,Other,107556
Mexico,Other,3197
Mexico,Other,2386
Asia,Other,380
Mexico,Other,4413
Asia,Other,4165
Asia,Other,9367
US,Low Fare,129293
Canada,Other,3291
US,Other,61484
Europe,Other,14796
Europe,Other,17050
Europe,Other,22984
Europe,Other,3720
Europe,Other,14696
US,Other,10278
Australia / Oceania,Other,5324
Asia,Other,5090
Asia,Other,6501
US,Other,148256
Middle East,Other,4585
Asia,Other,9893
Canada,Other,18171
Europe,Other,23010
Canada,Other,4300
Europe,Other,19667
Europe,Other,8858
Europe,Other,21032
US,Other,123
US,Other,331556
Asia,Other,7106
Asia,Other,2564
Asia,Other,13599
US,Other,1560
Asia,Other,4376
Australia / Oceania,Other,7912
Europe,Other,23678
US,Low Fare,140146
Asia,Other,7389
Canada,Other,8809
US,Other,226349
Middle East,Other,2930
US,Other,37136
Canada,Other,18286
Asia,Other,63680
Asia,Other,81581
US,Low Fare,18077
US,Other,1464
Asia,Other,8426
Asia,Other,4232
Central America,Other,8012
Middle East,Other,6243
Middle East,Other,8525
Australia / Oceania,Other,6889
US,Other,5227
Mexico,Other,3530
Asia,Other,67276
Australia / Oceania,Other,9710
Australia / Oceania,Other,7369
Asia,Other,4989
Asia,Other,10063
Asia,Other,13489
Australia / Oceania,Other,8057
Central America,Other,4450
Europe,Other,14715
US,Other,8256
Asia,Other,8095
Europe,Other,16168
Europe,Other,10
Asia,Other,4446
Asia,Other,15997
Asia,Other,6568
Mexico,Other,4598
Europe,Low Fare,5961
US,Other,28572
Europe,Other,9901
Canada,Other,25673
Asia,Other,5917
US,Low Fare,2944
US,Other,29086
US,Other,6372
US,Other,54491
Canada,Other,57714
Europe,Other,12100
Canada,Other,7298
Canada,Other,4348
Asia,Other,12071
Mexico,Other,7696
Asia,Other,5479
US,Other,10239
Asia,Other,3770
US,Other,50800
Australia / Oceania,Other,6895
US,Low Fare,10032
Canada,Other,2717
Europe,Other,29211
Asia,Other,7876
US,Low Fare,15507
Mexico,Other,342
US,Other,186
Canada,Other,5144
US,Other,327187
Canada,Other,11959
Central America,Other,6376
Mexico,Other,19940
Mexico,Low Fare,9075
US,Low Fare,9183
Middle East,Other,14206
Europe,Other,975
US,Low Fare,119
Mexico,Other,5475
Asia,Other,4884
Asia,Other,6588
Asia,Other,6545
Asia,Other,8887
Canada,Other,2827
Europe,Other,19157
Middle East,Other,9582
Europe,Other,10805
US,Low Fare,179859
Europe,Other,5470
Canada,Other,13507
US,Low Fare,106231
Asia,Other,8896
US,Other,330863
Europe,Other,18134
US,Low Fare,69070
Asia,Other,1096
Canada,Other,1831
Asia,Other,5753
Australia / Oceania,Other,6375
Canada,Other,7551
Europe,Other,759
Asia,Other,5734
US,Low Fare,2696
Europe,Other,19417
Mexico,Other,4648
Asia,Other,5086
Europe,Other,9189
Asia,Other,55281
Australia / Oceania,Other,3963
Europe,Other,11517
US,Other,2058
US,Other,373526
US,Other,4427
Europe,Other,18074
Asia,Other,57817
Mexico,Other,6560
US,Low Fare,22294
US,Low Fare,150457
Europe,Other,22070
Asia,Other,3210
Asia,Other,20156
US,Other,349075
US,Low Fare,56838
Mexico,Other,6124
Middle East,Other,7745
Canada,Other,20143
Asia,Other,1752
Europe,Other,6920
Asia,Other,22437
Asia,Other,13386
US,Other,29388
Asia,Other,7937
Mexico,Low Fare,9168
US,Low Fare,81
US,Low Fare,16184
Canada,Other,6455
US,Other,8352
US,Other,5124
Canada,Other,8588
Asia,Other,4156
US,Other,3855
US,Low Fare,23753
Asia,Other,21813
US,Other,413640
Mexico,Other,10758
Europe,Other,4996
US,Other,20365
US,Other,297792
Australia / Oceania,Other,6597
US,Low Fare,99851
Australia / Oceania,Other,7550
US,Other,65807
Europe,Other,10790
Australia / Oceania,Other,8645
Canada,Other,11639
Europe,Other,3164
US,Other,56501
US,Low Fare,41245
Middle East,Other,9541
US,Other,2115
Europe,Other,14293
Mexico,Other,9759
Australia / Oceania,Other,600
US,Other,18629
US,Other,119497
Europe,Other,20590
US,Other,33460
Europe,Other,45817
US,Other,46194
Europe,Other,215
US,Other,1927
US,Other,2679
Australia / Oceania,Other,9348
US,Low Fare,18596
Asia,Other,7731
US,Other,27342
US,Low Fare,29880
Canada,Other,1459
Asia,Other,49463
US,Other,6106
Canada,Other,10009
Canada,Other,8862
Asia,Other,8616
Canada,Other,3956
Asia,Other,6076
Europe,Other,5757
US,Other,109191
Canada,Other,10443
Europe,Other,7899
US,Other,355291
Mexico,Other,6331
Asia,Other,3788
Europe,Other,7902
Asia,Other,13035
US,Other,68347
Canada,Other,164
Canada,Other,1276
Asia,Other,12112
US,Other,128782
Mexico,Other,10654
Asia,Other,23230
US,Other,36640
Asia,Other,9904
US,Other,8096
US,Other,111623
US,Other,4977
Asia,Other,14968
Australia / Oceania,Other,15035
US,Low Fare,16000
Mexico,Low Fare,5354
Asia,Other,11183
US,Other,7168
Asia,Other,11489
Canada,Other,60
Europe,Other,11561
Asia,Other,60946
Asia,Other,5556
Asia,Other,12995
US,Low Fare,34620
US,Other,6529
US,Other,29124
Europe,Other,13263
US,Other,1688
US,Other,293199
Europe,Other,18462
Europe,Other,6919
Asia,Other,8254
Asia,Other,8563
Canada,Other,5899
Asia,Other,7570
Europe,Other,32354
Europe,Other,26890
US,Other,353471
Asia,Other,9274
Canada,Other,21617
Canada,Other,2756
US,Low Fare,162892
US,Low Fare,163240
Central America,Other,4432
US,Low Fare,45921
US,Other,108710
US,Other,25040
Asia,Other,2445
Asia,Other,14137
Europe,Other,21078
Europe,Other,5472
Australia / Oceania,Other,8666
US,Other,16157
US,Other,1110
Australia / Oceania,Other,10617
