GEO Region,Price Category Code,Passenger Count
US,Other,4636
Mexico,Other,7552
US,Other,160395
Asia,Other,14356
Middle East,Other,8586
US,Other,19496
Asia,Other,7979
Central America,Other,3670
US,Other,17771
US,Other,67085
Asia,Other,13001
Mexico,Other,3276
US,Other,6413
Asia,Other,3931
Asia,Other,7201
Asia,Other,9224
Central America,Other,5559
Middle East,Other,13896
US,Other,17296
US,Other,256190
Asia,Other,10401
US,Other,4158
Canada,Other,52644
US,Other,9343
Asia,Other,6087
US,Low Fare,23442
US,Other,2965
Middle East,Other,9960
Europe,Other,34101
Asia,Other,6042
Asia,Other,4487
US,Other,302672
Asia,Other,11608
Asia,Other,62493
Europe,Other,17684
US,Other,34097
Europe,Other,363
US,Other,21314
Europe,Other,11845
Europe,Other,21881
US,Other,7204
US,Low Fare,25218
Mexico,Other,2265
Mexico,Other,2766
Mexico,Other,8928
Mexico,Low Fare,4633
Asia,Other,9642
South America,Other,3257
Europe,Other,9764
Europe,Other,6361
US,Other,7160
Canada,Other,22175
Mexico,Low Fare,4777
Canada,Other,1690
US,Other,89509
Canada,Other,5588
Mexico,Low Fare,2490
Mexico,Other,5575
Mexico,Other,10975
Asia,Other,4937
Middle East,Other,9078
Europe,Other,17836
Asia,Other,11440
US,Other,213908
Asia,Other,7477
Mexico,Other,7232
US,Other,1069
Asia,Other,6407
Asia,Other,4599
Asia,Other,10707
US,Low Fare,56087
US,Other,115761
Asia,Other,4562
US,Low Fare,16821
US,Other,8661
Asia,Other,9728
Asia,Other,87725
Mexico,Other,5485
Canada,Other,908
US,Low Fare,41862
Asia,Other,4510
Europe,Other,4269
US,Other,8996
US,Other,27901
US,Other,121568
Asia,Other,14520
Asia,Other,9867
Mexico,Low Fare,3974
Asia,Other,11042
Canada,Other,18504
Central America,Other,5454
Mexico,Other,33251
US,Other,1394
Asia,Other,7145
Europe,Other,7165
US,Other,127049
Asia,Other,97383
US,Low Fare,55884
Asia,Other,5159
US,Other,128
Asia,Other,76764
US,Other,62321
US,Low Fare,72862
Europe,Other,19958
Mexico,Other,10427
Asia,Other,2540
Asia,Other,10721
Europe,Other,696
US,Other,10495
US,Other,35464
Central America,Other,4418
US,Other,51811
Australia / Oceania,Other,4173
US,Low Fare,88
Mexico,Low Fare,7649
Europe,Other,17160
US,Other,2551
Middle East,Other,9736
US,Low Fare,7538
US,Other,103
Europe,Other,8537
Europe,Other,17691
Canada,Other,10409
US,Low Fare,13130
Central America,Other,4525
Mexico,Other,3262
US,Other,332482
Europe,Other,1677
US,Low Fare,3487
Asia,Other,55171
Central America,Other,7259
Asia,Other,9053
US,Low Fare,10942
Australia / Oceania,Other,6723
Europe,Other,647
Asia,Other,4669
US,Low Fare,21595
Mexico,Other,4733
US,Other,135310
US,Other,2230
Asia,Other,8322
Asia,Other,7482
Asia,Other,14419
Central America,Other,6012
Mexico,Other,3320
US,Other,86613
Asia,Other,6834
US,Low Fare,2092
Europe,Other,3471
Mexico,Other,20027
Mexico,Other,3964
US,Other,4723
Europe,Other,19534
Canada,Other,12785
US,Other,29808
Asia,Other,11601
Europe,Other,4967
US,Other,14296
US,Other,9891
US,Other,7036
Asia,Other,16100
US,Other,371608
Asia,Other,8647
Canada,Other,13
US,Other,420420
Middle East,Other,10427
US,Low Fare,43928
Europe,Other,7779
Mexico,Other,4904
US,Other,15433
Europe,Other,17013
Mexico,Other,19939
Asia,Other,5927
US,Low Fare,18257
US,Other,374221
Mexico,Other,3166
South America,Other,2558
US,Other,343151
US,Other,421784
Central America,Other,4922
Europe,Other,8344
US,Low Fare,38951
Mexico,Other,12623
US,Other,4794
Asia,Other,10094
Asia,Other,7117
US,Other,125005
Canada,Other,10335
Canada,Other,21502
US,Low Fare,17546
US,Other,5191
Asia,Other,17005
Europe,Other,1900
US,Low Fare,33713
Europe,Other,6744
Asia,Other,18640
US,Other,400924
Mexico,Other,8043
Asia,Other,5888
US,Low Fare,16473
Australia / Oceania,Other,6692
Asia,Other,13817
Canada,Other,27765
US,Low Fare,17698
Europe,Other,1780
Australia / Oceania,Other,10382
Australia / Oceania,Other,4645
Mexico,Other,6053
Asia,Other,538
US,Low Fare,44810
US,Other,30634
Asia,Other,8087
Canada,Other,18263
Asia,Other,6905
Canada,Other,4176
Asia,Other,25600
US,Other,470
US,Other,2596
Asia,Other,12675
US,Other,27745
US,Other,86931
US,Low Fare,98922
Mexico,Other,3257
Asia,Other,11146
Mexico,Other,9373
Europe,Other,9551
US,Other,3802
US,Other,5695
Asia,Other,5444
Asia,Other,7985
US,Other,7468
South America,Other,2766
Central America,Other,5567
Asia,Other,13375
US,Low Fare,139216
US,Other,101658
Asia,Other,5572
Europe,Other,183
Europe,Other,14139
Europe,Other,19447
US,Low Fare,46
Europe,Other,203
US,Other,305
US,Other,53953
Europe,Other,22447
US,Other,14346
Mexico,Other,5440
Asia,Other,14765
Middle East,Other,7235
Mexico,Other,12352
Mexico,Low Fare,3524
Canada,Other,21009
Canada,Other,11687
Canada,Other,20633
Europe,Other,12883
US,Other,106896
Mexico,Other,12515
US,Other,194
US,Low Fare,12856
Australia / Oceania,Other,953
Asia,Other,19362
Canada,Other,7384
US,Other,6419
Australia / Oceania,Other,914
US,Other,20060
Middle East,Other,11558
US,Other,1158
Europe,Other,20714
Mexico,Other,24367
Europe,Other,7820
Canada,Other,3859
US,Low Fare,153625
US,Low Fare,4532
Asia,Other,5555
Canada,Other,5771
Canada,Other,1206
US,Low Fare,224015
US,Other,8186
Central America,Other,4855
Asia,Other,7498
US,Other,42358
Canada,Other,2777
US,Other,368236
US,Other,7375
Asia,Other,9947
Europe,Other,8638
Asia,Other,21058
US,Other,19144
Mexico,Other,119
Asia,Other,74575
Australia / Oceania,Other,8466
Asia,Other,21162
US,Other,8132
US,Other,319256
US,Low Fare,162153
Australia / Oceania,Other,6256
Middle East,Other,13275
Mexico,Other,5253
Asia,Other,9020
US,Other,752
Asia,Other,9440
US,Other,4147
Canada,Other,338
US,Other,8838
Canada,Other,14752
US,Low Fare,120358
US,Other,381246
Canada,Other,126
Asia,Other,3413
Canada,Other,6794
Canada,Other,5397
Asia,Other,22995
US,Other,43376
US,Low Fare,17584
Asia,Other,67631
Canada,Other,3191
Asia,Other,20227
Australia / Oceania,Other,16099
Canada,Other,14359
Asia,Other,6328
Mexico,Other,81
US,Other,9168
Europe,Other,20728
Europe,Other,751
US,Low Fare,19211
US,Other,128594
Asia,Other,62417
Europe,Other,2650
Asia,Other,12226
US,Low Fare,2429
US,Other,2307
US,Other,68648
Asia,Other,16193
Asia,Other,16135
US,Low Fare,6997
US,Other,4752
US,Other,36255
Australia / Oceania,Other,11515
US,Other,143315
US,Other,2535
Europe,Other,12825
US,Other,264850
US,Low Fare,18782
Europe,Other,5536
Europe,Other,8143
US,Other,360412
Central America,Other,8621
Mexico,Other,9271
Europe,Other,5382
Europe,Other,9793
Asia,Other,7541
Mexico,Other,9547
Middle East,Other,13937
Canada,Other,865
Mexico,Other,23753
US,Low Fare,11823
Canada,Other,3694
US,Other,129906
US,Other,43045
Asia,Other,7115
US,Other,11082
US,Low Fare,37
US,Low Fare,14927
Mexico,Other,5985
Canada,Other,19881
US,Other,4709
US,Low Fare,871
Asia,Other,7066
Asia,Other,12723
US,Other,58144
US,Other,1739
US,Other,5870
US,Other,10344
US,Other,363949
Europe,Other,10685
Asia,Other,10750
US,Other,9394
US,Other,4456
Mexico,Other,216
US,Low Fare,164249
Mexico,Other,8354
Europe,Other,15751
US,Other,59723
Canada,Other,14103
Asia,Other,6539
Canada,Other,27681
Europe,Other,2362
US,Other,329336
Australia / Oceania,Other,7611
Europe,Other,8400
US,Low Fare,36717
Canada,Low Fare,2554
Europe,Other,8906
Australia / Oceania,Other,6555
Australia / Oceania,Low Fare,57
Asia,Other,15949
US,Low Fare,12336
Asia,Other,4195
Canada,Other,8806
US,Other,8111
Europe,Other,567
US,Other,9128
Canada,Other,2685
US,Low Fare,13350
Europe,Other,4251
US,Other,4422
US,Other,2829
Europe,Other,7726
Europe,Other,7190
US,Other,27817
US,Other,50798
Canada,Other,836
Asia,Other,19058
US,Other,90319
Mexico,Other,6385
Australia / Oceania,Other,9418
Canada,Other,1182
Canada,Other,269
Europe,Other,47204
US,Low Fare,3441
Asia,Other,5296
US,Other,60619
US,Low Fare,46622
US,Other,119677
Mexico,Other,8377
US,Other,2761
Asia,Other,10400
Central America,Other,6201
Europe,Other,20186
Asia,Other,5638
US,Other,23724
US,Other,14599
Mexico,Other,20427
Europe,Other,6473
US,Other,127516
Asia,Other,21518
Asia,Other,22611
Asia,Other,14264
Europe,Other,11152
US,Other,119287
Asia,Other,54298
Asia,Other,11120
Australia / Oceania,Other,564
US,Other,87618
Asia,Other,6743
Asia,Other,8612
Canada,Other,158
US,Other,6754
Europe,Other,32955
Mexico,Other,2220
Asia,Other,2975
US,Other,1508
Mexico,Low Fare,5385
Asia,Other,11677
US,Low Fare,134881
Mexico,Other,11014
US,Other,32125
Asia,Other,44539
Canada,Other,20110
Mexico,Other,2327
Asia,Other,20544
Canada,Other,17503
Australia / Oceania,Other,420
Canada,Other,2016
Australia / Oceania,Other,5398
Europe,Other,19950
US,Other,79194
Australia / Oceania,Other,13442
Europe,Other,13195
US,Other,48203
Mexico,Other,4475
Asia,Other,16720
US,Low Fare,19873
Asia,Other,86880
US,Other,1404
US,Other,2001
US,Other,137661
Mexico,Low Fare,5307
Europe,Other,11731
Asia,Other,5957
Europe,Other,16541
Middle East,Other,5434
US,Other,732
US,Low Fare,42429
US,Other,1135
Europe,Other,6432
US,Low Fare,3905
US,Other,451656
US,Low Fare,109969
Canada,Other,2983
Europe,Other,1980
Canada,Other,10918
Asia,Other,6179
US,Other,156235
Middle East,Other,13939
US,Other,5267
US,Low Fare,4146
US,Other,206721
Europe,Other,17481
Middle East,Other,7928
Mexico,Other,20135
Asia,Other,9534
Canada,Other,12223
US,Other,556208
Asia,Other,9733
Asia,Other,81314
US,Low Fare,2359
US,Other,405636
US,Low Fare,92451
Europe,Other,4354
US,Low Fare,101212
US,Low Fare,63517
US,Low Fare,20044
Europe,Other,11746
Canada,Other,2233
US,Low Fare,141992
US,Other,9157
Mexico,Other,7029
US,Low Fare,179492
US,Other,142172
Asia,Other,79706
Europe,Other,888
Mexico,Other,15917
Europe,Other,18332
Europe,Other,3182
US,Other,231382
Europe,Other,340
Europe,Other,2392
US,Low Fare,124912
Asia,Other,16085
Europe,Other,23062
Europe,Other,19305
Middle East,Other,4889
US,Other,53562
US,Other,57134
US,Other,60945
Europe,Other,2797
Australia / Oceania,Other,6556
US,Low Fare,85
US,Other,7033
Asia,Other,4797
US,Other,97567
Europe,Other,38624
Australia / Oceania,Other,1194
Europe,Other,2884
Europe,Other,2742
Asia,Other,5152
US,Other,8455
Mexico,Low Fare,4656
Canada,Other,213
US,Other,129
Canada,Other,2035
Asia,Other,5311
US,Low Fare,155423
Asia,Other,5842
Canada,Other,273
US,Other,77403
Canada,Other,5896
Canada,Other,4684
South America,Other,2350
Asia,Other,10285
US,Low Fare,18750
Asia,Other,6931
Asia,Other,5455
Australia / Oceania,Other,3007
Asia,Other,10584
US,Other,57496
Canada,Other,1661
US,Other,6263
Canada,Low Fare,2659
Asia,Other,7007
Middle East,Other,6309
US,Other,176
US,Other,13038
Asia,Other,66231
Mexico,Other,5893
Mexico,Other,3658
US,Low Fare,62453
Canada,Other,14500
Asia,Other,8581
Canada,Other,8864
US,Other,12471
Asia,Other,5980
Middle East,Other,2346
Australia / Oceania,Other,5975
US,Other,70641
Canada,Other,7091
Mexico,Other,20415
US,Other,53437
US,Other,56729
Europe,Other,8461
US,Other,145305
Europe,Other,18490
Asia,Other,8947
Europe,Other,12029
Asia,Other,5171
Asia,Other,6330
Australia / Oceania,Other,6753
Europe,Other,7568
US,Other,7052
Europe,Other,31266
US,Other,21536
Europe,Other,8487
Asia,Other,3078
Mexico,Other,2346
Canada,Other,6667
Asia,Other,13355
Asia,Other,7719
US,Low Fare,38691
Canada,Other,27080
US,Low Fare,19846
US,Other,136380
US,Other,56847
Mexico,Low Fare,4115
Australia / Oceania,Other,1132
US,Low Fare,116050
US,Other,46207
Asia,Other,6078
US,Low Fare,68748
Mexico,Low Fare,5755
US,Other,2164
Mexico,Other,2603
Europe,Other,56322
Mexico,Other,21886
Europe,Other,6397
US,Low Fare,62231
Mexico,Other,12938
US,Other,20
Asia,Other,11766
Mexico,Other,12222
Europe,Other,27617
Canada,Other,348
Mexico,Other,6309
Europe,Other,45625
US,Low Fare,3588
US,Other,122440
US,Low Fare,903
Canada,Other,1403
Asia,Other,20036
Mexico,Other,3542
Asia,Other,9389
Europe,Other,10865
US,Other,185621
US,Other,51404
Canada,Other,10780
Europe,Other,18240
Europe,Other,23107
Asia,Other,11847
US,Other,155866
Australia / Oceania,Other,10523
Europe,Other,26240
Canada,Other,18459
US,Low Fare,170
Canada,Other,11871
Middle East,Other,10452
Europe,Other,324
US,Other,246101
Asia,Other,7410
Asia,Other,5031
Asia,Other,13520
Asia,Other,3936
Mexico,Other,3061
Asia,Other,4065
Asia,Other,7641
US,Low Fare,36749
US,Low Fare,10509
Asia,Other,9255
Europe,Other,9973
Europe,Other,4267
Asia,Other,5355
US,Low Fare,8580
Asia,Other,18157
US,Low Fare,130795
Asia,Other,9401
US,Other,94651
Asia,Other,15154
US,Other,102286
US,Other,10899
US,Other,469
US,Other,1630
Asia,Other,5499
US,Low Fare,50
Mexico,Other,3327
US,Other,5095
US,Other,20887
Europe,Other,23096
Asia,Other,19980
Europe,Other,49561
US,Other,599
Asia,Other,14446
US,Low Fare,12774
US,Other,38546
Australia / Oceania,Other,669
Canada,Other,26582
Europe,Other,3665
Canada,Other,6420
Asia,Other,4474
US,Low Fare,164960
US,Other,19019
US,Other,47951
US,Other,140398
US,Other,7496
US,Low Fare,13232
Central America,Other,4902
US,Other,3551
Mexico,Other,6251
Canada,Other,157
US,Other,366190
US,Other,138846
Asia,Other,3897
Mexico,Other,19687
Asia,Other,10158
South America,Other,3120
Canada,Low Fare,476
Europe,Other,9294
Europe,Other,22422
US,Low Fare,127300
US,Low Fare,100443
Australia / Oceania,Other,7822
Mexico,Other,13227
Asia,Other,134
Asia,Other,6326
US,Other,10020
US,Low Fare,16790
Asia,Other,9083
Australia / Oceania,Other,11048
Asia,Other,14398
Asia,Other,19011
US,Other,333176
US,Other,11740
Canada,Other,3520
Europe,Other,10588
Australia / Oceania,Other,7118
US,Other,2636
Canada,Other,13347
Europe,Other,11623
Central America,Other,4259
Asia,Other,15858
US,Other,256
Mexico,Other,7956
Canada,Other,5422
Europe,Other,26464
US,Other,7523
Australia / Oceania,Other,9335
Europe,Other,9344
US,Other,57835
Europe,Other,614
US,Other,118474
US,Other,115755
Europe,Other,5776
Asia,Other,6581
Australia / Oceania,Other,6516
Europe,Other,7020
Asia,Other,11139
Asia,Other,716
Central America,Other,7796
Asia,Other,22972
US,Other,22832
Mexico,Other,12683
Asia,Other,10582
US,Low Fare,18229
US,Other,122647
US,Other,5213
Mexico,Other,9537
US,Other,77337
Canada,Other,8035
US,Other,147
Asia,Other,20370
Asia,Other,19917
Mexico,Other,7476
Europe,Other,10907
Europe,Other,21724
Europe,Other,19572
Asia,Other,13949
Mexico,Other,8350
Central America,Other,6027
US,Low Fare,105
US,Other,7658
Australia / Oceania,Other,4295
Mexico,Other,3730
US,Low Fare,15659
Asia,Other,5780
US,Other,37680
US,Other,5606
Australia / Oceania,Other,7297
Mexico,Other,26314
US,Other,52745
Mexico,Low Fare,1846
US,Low Fare,213372
Asia,Other,11437
Canada,Other,10593
Asia,Other,15175
Asia,Other,8233
Asia,Other,12483
US,Other,3446
Asia,Other,51603
Europe,Other,10149
US,Other,70376
Asia,Other,57447
Mexico,Other,4899
Europe,Other,18295
Asia,Other,6028
US,Other,162259
US,Other,23999
Mexico,Other,6640
Europe,Other,5758
Mexico,Low Fare,3336
Europe,Other,50
Asia,Other,8284
US,Other,278866
Asia,Other,5624
US,Other,108754
US,Other,54811
US,Low Fare,4917
Europe,Other,8161
US,Other,56940
Asia,Other,6785
Central America,Other,4674
Europe,Other,6391
Europe,Other,8931
Asia,Other,74998
US,Other,22787
Canada,Other,9267
Asia,Other,13571
US,Other,3739
Canada,Other,13642
Asia,Other,8670
Mexico,Low Fare,4749
Europe,Other,13132
US,Other,1248
US,Low Fare,8730
Asia,Other,6001
Asia,Other,10006
Europe,Other,639
Asia,Other,6993
Asia,Other,11506
US,Other,6883
Europe,Other,1564
US,Other,5283
Canada,Other,6961
US,Low Fare,2848
South America,Other,3408
Central America,Other,6923
Asia,Other,13312
US,Other,55103
Europe,Other,9712
Mexico,Other,5496
Mexico,Other,10114
Asia,Other,2193
US,Other,20128
Canada,Other,9174
Mexico,Other,13221
Asia,Other,19318
US,Other,19795
Mexico,Other,7156
US,Other,26154
Asia,Other,9814
US,Low Fare,4463
Europe,Other,3895
US,Low Fare,15557
US,Other,1212
Asia,Other,10194
US,Low Fare,3619
Mexico,Other,6711
Europe,Other,7637
Middle East,Other,5303
Mexico,Other,6969
US,Low Fare,16091
Asia,Other,6336
Mexico,Other,9636
US,Other,23415
US,Other,7134
Middle East,Other,12365
Asia,Other,10872
Mexico,Low Fare,1101
US,Low Fare,23553
Central America,Other,5402
US,Other,37417
Europe,Other,6764
US,Other,9031
Europe,Other,2357
Europe,Other,12150
Asia,Other,6173
Australia / Oceania,Other,6461
Canada,Other,5799
Asia,Other,12132
Asia,Other,15666
US,Other,302
US,Other,5075
US,Other,392536
Mexico,Other,13124
Mexico,Other,7321
Canada,Other,11298
Canada,Other,17810
Europe,Other,9796
US,Other,91281
US,Low Fare,16629
Asia,Other,7043
Europe,Other,267
Mexico,Other,7912
US,Other,142310
Asia,Other,6258
Europe,Other,166
Europe,Other,3441
Mexico,Other,8025
Central America,Other,5680
Middle East,Other,6628
Asia,Other,11735
Australia / Oceania,Other,7643
Asia,Other,9074
Asia,Other,4323
US,Other,6566
Europe,Other,8422
Europe,Other,613
US,Low Fare,3330
Asia,Other,68377
Canada,Other,195
US,Other,71283
Mexico,Low Fare,3115
US,Other,65706
Asia,Other,6593
US,Other,151979
Mexico,Other,7369
US,Other,84055
Australia / Oceania,Other,9717
Asia,Other,8620
Australia / Oceania,Other,8552
US,Other,383855
US,Other,61604
Asia,Other,14122
Europe,Other,3999
US,Other,2860
Asia,Other,2369
Canada,Other,565
US,Other,1995
Asia,Other,8718
Asia,Other,16764
US,Other,19703
US,Other,46348
US,Low Fare,28427
US,Other,7475
Europe,Other,9921
Asia,Other,15609
Canada,Other,5320
Central America,Other,4316
Europe,Other,23915
Europe,Other,10223
Europe,Other,19247
US,Other,6270
US,Other,175078
Central America,Other,7817
Mexico,Other,12512
US,Low Fare,17962
Canada,Other,744
Europe,Other,5909
Asia,Other,9132
Asia,Other,7909
US,Other,4294
Europe,Other,4146
US,Other,53954
Europe,Other,6353
Mexico,Low Fare,4926
Asia,Other,8342
Europe,Other,8951
Asia,Other,9932
Asia,Other,7147
Asia,Other,6285
US,Other,48879
US,Other,105159
Europe,Other,3905
Europe,Other,632
Asia,Other,6840
Mexico,Low Fare,3871
Canada,Other,5947
US,Other,126797
US,Other,21031
Asia,Other,5669
Asia,Other,19675
US,Low Fare,19528
US,Low Fare,108854
US,Low Fare,42018
Asia,Other,6878
US,Other,8088
Europe,Other,19873
Australia / Oceania,Other,346
Europe,Other,13909
US,Other,22620
US,Low Fare,3513
US,Other,1913
Europe,Other,8497
US,Other,46133
Europe,Other,11191
US,Low Fare,138
Europe,Other,20219
Asia,Other,8663
Europe,Other,19429
Asia,Other,5832
US,Other,47694
Mexico,Other,8815
Asia,Other,11089
US,Low Fare,2826
Europe,Other,3866
Asia,Other,9952
Canada,Other,6221
US,Other,14073
US,Other,31200
Australia / Oceania,Other,8880
Asia,Other,71849
US,Other,21383
Europe,Other,18492
South America,Other,3378
US,Other,29940
US,Low Fare,19305
US,Other,392063
Europe,Other,6864
Asia,Other,6310
US,Other,271922
US,Other,21839
US,Low Fare,61451
US,Other,6859
US,Other,19189
Asia,Other,2454
Mexico,Low Fare,3122
Canada,Other,11568
Asia,Other,6626
Europe,Other,448
Europe,Other,2575
US,Other,9525
Canada,Other,8053
US,Other,955
Asia,Other,5885
Europe,Other,13255
Asia,Other,12955
US,Other,7688
Mexico,Other,168
US,Other,21
Asia,Other,13147
Australia / Oceania,Other,8804
Central America,Other,8999
Asia,Other,14834
US,Low Fare,714
Mexico,Other,3169
US,Other,4126
US,Other,90441
US,Other,8206
Europe,Other,44370
US,Other,11555
US,Other,136628
Europe,Other,9456
US,Low Fare,223301
US,Other,12303
US,Other,270664
US,Other,309
Mexico,Other,10805
Europe,Other,22133
Asia,Other,4208
Europe,Other,11793
Canada,Other,20147
Europe,Other,4532
Asia,Other,5548
Asia,Other,6347
US,Other,7152
US,Other,147454
US,Low Fare,17808
Europe,Other,9246
Europe,Other,6358
Mexico,Other,5431
Asia,Other,13871
Mexico,Other,7946
Asia,Other,12424
Mexico,Other,6500
Canada,Other,2041
US,Other,1532
Asia,Other,2543
US,Other,83595
Europe,Other,6997
Canada,Other,48454
Europe,Other,32926
US,Other,9205
Europe,Other,19211
Asia,Other,5879
Canada,Other,11054
US,Other,7400
Europe,Other,16324
Asia,Other,11164
Europe,Other,4648
Central America,Other,4395
US,Other,11423
Asia,Other,8478
Asia,Other,6700
Europe,Other,7446
Asia,Other,16668
Australia / Oceania,Other,9951
Europe,Other,7517
US,Other,56961
Central America,Other,6947
US,Other,422
Europe,Other,10575
US,Other,1690
US,Other,21674
Asia,Other,7174
Europe,Other,10264
Mexico,Other,215
Mexico,Other,2
Asia,Other,7770
US,Other,374340
US,Other,65288
Asia,Other,9047
Middle East,Other,6059
Australia / Oceania,Other,5002
US,Other,22296
Asia,Other,11807
Europe,Other,17056
Europe,Other,8406
US,Other,9190
Europe,Other,19022
Mexico,Other,2834
Australia / Oceania,Other,306
Australia / Oceania,Other,5501
US,Low Fare,1662
Asia,Other,8163
US,Other,16658
US,Low Fare,190563
US,Other,26807
US,Low Fare,103739
US,Low Fare,212998
Europe,Low Fare,6283
Europe,Other,1116
Europe,Other,4066
Australia / Oceania,Other,3194
Asia,Other,14510
Mexico,Low Fare,607
Canada,Other,18886
US,Other,263538
Europe,Other,6483
Asia,Other,6195
Asia,Other,13808
US,Other,331488
US,Other,391820
US,Other,6244
US,Low Fare,5717
Asia,Other,21986
Central America,Other,5074
Asia,Other,7737
Australia / Oceania,Other,885
Asia,Other,6220
Asia,Other,11986
Australia / Oceania,Other,5774
Europe,Other,6331
Mexico,Other,950
Mexico,Other,3592
US,Low Fare,158587
US,Low Fare,12817
US,Low Fare,104353
Australia / Oceania,Other,7453
Canada,Other,12572
US,Low Fare,137622
Canada,Other,18654
US,Other,741
US,Other,76309
Asia,Other,22722
Central America,Other,4099
Australia / Oceania,Other,11785
US,Other,274493
Asia,Other,9975
Asia,Other,7691
US,Other,14967
Asia,Other,12295
Europe,Other,6761
Asia,Other,5393
US,Other,4
Central America,Other,5304
Australia / Oceania,Other,582
Canada,Other,6751
Canada,Other,554
Europe,Other,7538
US,Other,971
Asia,Other,63747
Asia,Other,5378
Europe,Other,26155
US,Other,352456
Australia / Oceania,Other,5371
Asia,Other,1228
Canada,Other,11776
US,Other,150
US,Other,30648
Canada,Other,32147
Europe,Other,20444
US,Other,62676
Europe,Other,24953
US,Other,132941
US,Other,6200
Asia,Other,19909
Europe,Other,12815
Mexico,Low Fare,4189
US,Other,39790
US,Low Fare,24092
US,Other,116794
Europe,Other,18257
US,Low Fare,660
US,Other,6175
Asia,Other,63027
US,Low Fare,17355
US,Low Fare,3978
US,Other,223903
Australia / Oceania,Other,3444
Australia / Oceania,Other,211
Europe,Other,36646
US,Low Fare,9850
Central America,Other,3872
Asia,Other,10774
Asia,Other,7320
Canada,Other,6533
Mexico,Other,24720
US,Low Fare,29469
Canada,Other,12085
Asia,Other,11109
Mexico,Other,16516
US,Other,47360
US,Other,23224
US,Other,264044
Mexico,Other,27911
US,Low Fare,3471
US,Other,6400
Europe,Other,10817
Mexico,Other,22714
US,Other,26399
Canada,Other,2760
US,Other,5960
Europe,Other,20312
US,Other,359645
Canada,Other,12322
Mexico,Other,16690
Canada,Other,29398
Canada,Other,24428
Mexico,Other,5219
US,Other,25231
Europe,Other,19453
Mexico,Other,7717
Europe,Other,21571
Central America,Other,8082
Europe,Other,34675
Asia,Other,13174
US,Other,33449
Europe,Other,20719
Europe,Other,20647
Asia,Other,99811
Asia,Other,6509
Asia,Other,7286
Asia,Other,64190
US,Other,411250
Europe,Other,15530
Australia / Oceania,Other,7531
Asia,Other,8358
Canada,Other,11606
Central America,Other,5950
Asia,Other,6066
Europe,Other,17498
US,Other,47594
Europe,Other,3443
Europe,Other,5541
Middle East,Other,5942
Europe,Other,3576
US,Other,3676
US,Other,133306
Australia / Oceania,Other,8382
US,Other,102973
Australia / Oceania,Other,7497
US,Other,40682
Asia,Other,5739
Mexico,Other,10838
Asia,Other,4480
Mexico,Other,9292
US,Other,3019
Canada,Other,162
Asia,Other,18197
Asia,Other,5905
Mexico,Other,2960
Europe,Other,12342
Asia,Other,3721
US,Low Fare,25310
Central America,Other,6481
Europe,Other,14991
US,Low Fare,3570
US,Other,159321
Mexico,Other,5942
US,Other,3674
Europe,Other,609
US,Other,33571
Australia / Oceania,Other,6528
US,Other,8020
US,Low Fare,143435
Canada,Other,6635
US,Other,216903
Asia,Other,6928
US,Other,442322
Mexico,Other,11085
Australia / Oceania,Other,226
Europe,Other,21517
US,Other,1418
US,Low Fare,129186
Australia / Oceania,Other,7328
Asia,Other,13884
Europe,Other,33893
US,Other,9559
Central America,Other,4966
US,Other,48016
US,Other,11885
Australia / Oceania,Other,6808
US,Low Fare,39277
Asia,Other,17151
US,Other,8371
Mexico,Other,14518
US,Other,72551
US,Other,102424
Mexico,Other,8534
US,Low Fare,31073
Asia,Other,7987
Europe,Other,4064
Australia / Oceania,Other,9595
US,Other,138965
US,Low Fare,162983
US,Other,103279
Mexico,Other,7096
Europe,Other,2261
Canada,Other,4456
Mexico,Low Fare,164
US,Other,774
Australia / Oceania,Other,1415
US,Other,373299
Asia,Other,4657
Middle East,Other,11682
US,Other,4092
Mexico,Other,9907
Europe,Other,4828
US,Other,2685
Asia,Other,12644
Asia,Other,7442
US,Other,391391
US,Other,5027
Asia,Other,5796
Asia,Other,12434
Canada,Other,577
US,Other,7153
Asia,Other,16673
Asia,Other,21607
Asia,Other,2773
Australia / Oceania,Other,8161
US,Other,10237
US,Low Fare,14181
Australia / Oceania,Other,6391
Asia,Other,5627
Mexico,Other,761
US,Low Fare,129889
Canada,Other,2263
US,Other,33749
Central America,Other,7788
Canada,Other,24772
Australia / Oceania,Other,1312
Australia / Oceania,Other,1079
Asia,Other,10088
US,Other,70573
Mexico,Other,9245
Canada,Other,2159
Asia,Other,10724
US,Low Fare,14233
Australia / Oceania,Other,8765
Canada,Other,375
Asia,Other,7314
Asia,Other,14740
Europe,Other,13897
US,Low Fare,70
Europe,Other,8762
Europe,Other,2059
Australia / Oceania,Other,5278
US,Other,116692
US,Low Fare,186464
Mexico,Low Fare,8568
US,Other,7567
US,Other,23588
Asia,Other,6544
Asia,Other,18403
Canada,Other,5870
US,Other,423054
Europe,Other,5724
Asia,Other,12462
Canada,Other,5456
Asia,Other,15169
US,Other,197345
Canada,Other,39649
Canada,Other,4056
US,Low Fare,22310
US,Other,724
US,Other,144789
Australia / Oceania,Other,7637
Europe,Other,12116
US,Low Fare,15195
Middle East,Other,2868
Asia,Other,6259
US,Other,5397
Asia,Other,6240
US,Other,126
US,Other,8110
Asia,Other,7202
US,Other,128758
Canada,Other,14403
US,Other,139960
Central America,Other,9771
